draft_id,platform,account_handle,pillar,asset_file_path,scheduled_publish_time,status,live_url_if_any,created_by,created_at,content_sha256
41,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Meta,2026-08-24 09:13:41,8f4469a6429cf98104dd82ffc97cb19d836ad05e81515c045f432d9c1597a5a9
42,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-24 09:16:22,2229cbd00bd3c6a0ff38141704b594f1350189f622670d518fc8a22127c0d734
43,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-24 09:16:22,3984e46f4c7fe4a34c3424e8b204354fb7101f33301f2ad5bbd87b1d96325824
44,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-24 09:16:22,d220105a9166ce46504e01e56297bc32c2000ad4a32a8c6c00ca6057ee46dceb
45,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Meta,2026-08-24 09:16:29,f9eb41e37a90947e52b5cdb170a9bdf448c01d6a2dce2eaa7af91bd113504cc8
46,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Meta,2026-08-24 09:16:29,79dbceef71c516d7078c086e1fa681e862dbea487145688632274f4a40f78421
47,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Meta,2026-08-24 09:16:29,73a690cc62e6cffdac8bc4bed8eceac14d2293e0b8d4904cc0ad12a7dde43d76
48,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:18:30,33e68517993998892a69d52359ccf55856eedfd271ed0ee995b01944477bcb5e
49,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:18:30,9dcfa9e0cb74729bf3361cc97d8b4b8c7dbe37714f65391bf315431d16dc9ffb
50,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Manny,2026-08-24 09:18:54,0da7207d2f8cf73c659f97ed097dc2baff0c21b81ea155aba2b3f79927c09bf0
51,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:29:15,56189ee5c0a27be785f818297a7786d7e2be60d6112df2c2e02170186c656cd2
52,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:29:15,8a3bda8d7fe4118701c9193c3d8f46ae9d606f729bb529acb836b4abfcd76b32
53,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Meta,2026-08-24 09:29:41,176ab9d0ad1d183c4aa2272cd088bfa9f868b8d8dec771f7ea67b4186d193962
54,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:33:31,d30b7c731378552e3243b9e908e2157f9f323481a15aef8e394b46327caea391
55,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:33:34,6f3edd9a7e85403ce1b73f7fe96ffa2f8ed390b33f47f27036d5b49cd84c02f7
56,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:33:34,3ec51898af7a8c869fc42c92f6162330ca54745c82be8a9dae5e1c7c04a71103
57,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:37:27,b10c8e23ab5d1394fa404feeac0910f43879cdf83aee6d468a3aa209313ed9b5
58,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:37:30,6d4b026d62f7ba4c56e6385d0599d5290c7aee633869699f7670e7f0c7b68023
59,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:37:37,3b5b5fef868a9b180770a10fd02831ec66d630fb43de0caaa05d405283bf3abe
60,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:42:38,748904d40570f088d5b919f1b2f9a5ce394e5a1e8517bbd09b537209d309036f
61,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 09:42:40,14eac8049a8c6d88ff4765ef382e0fb3bd4e496e7dd2da4794cdf4d7777232ed
62,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 18:54:36,bd11607cb9ca02e405219f2420770ac200a10bfa7ccc70ae81d3aad97ff827c3
63,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 18:54:36,efa594a452f219357dfce1299079eaf9f1dda1ba4fcf2d283843bccc680d34ea
64,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 18:54:36,fa56b09ccac9e36b48fde5c68b078f15954d6bd9393c755b075e771256a27e7d
65,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 18:54:36,cf00801e166fb654af2cc06df388501d3c41bbf2d2bdbebd9380d45123373e5c
66,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 23:20:34,96179e41d7ec5bbfb5d4ed9c48c23f7c6e15e70df73fa8cd61b21ea1e4fd362d
67,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-24 23:20:34,60fc2ac3cb98c82806ed67d97de5166d11b5aea8a063396319ce83860c86a187
68,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"MARKETING/OPS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-25 00:43:05,0577451f094f90c1337a4cd733bfc33bdfe441a2c71ecd254b0cb36391287511
69,linkedin,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"MARKETING/OPS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-25 00:43:05,87efc51c368a8fc8e74a107386bec53eddb354d37f7faa45d06730c6f8e0961f
70,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"MARKETING/OPS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-25 00:43:05,422ac47803fbf6151dd2ca8ba349c7682beec2cbc7d0d71cbfc2037ee95dd94a
71,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-26 04:55:38,786c374a945222cea43ee89bc17524fb5e9e141692be42cbce38f249ae489363
72,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-26 04:55:38,da1441f900c6a0f7ab1f0ec6c6bdb0b8fdeff1e990fbe22e11947a67b5652422
73,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-26 04:55:38,6eb7a931bddda73fe9f0fa2f8275bdd64c8c6be49c273b6bca7e4320b13911aa
74,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-26 04:55:38,75539294859a28254bb3f5e52c2c457aacdb2ab7b78afcf7d3c738291d961a64
75,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-26 04:55:38,409f76730729ca73a733b3e96b103947c531d302811e66bd21dfb9cd60a36450
76,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-26 05:00:58,ed307b76cf5ca41326812284557095e7f6c472bb3508d4a2a0527fefa3f2f39f
77,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-26 05:00:59,9d57d93508cefe5f2e1375f408e892cb6546a446c88efaac4ade6caad214f125
78,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,ClickClack,2026-08-26 05:02:32,72b5758e76885f5397fdfa01cb16317c1a708b91c6da3948325136f399933166
79,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,ClickClack,2026-08-26 05:02:32,cc57b7c6189f7a74e0fe25614d69ff1c555f70dd43e1488a3b66d3b395c5ddcd
80,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,ClickClack,2026-08-26 05:02:32,0cd413aefec0c1ae67fcf494fb5c13884a78c12a8402181602e2b545b4bdc7fe
81,linkedin,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-26 05:03:29,b078fa33285500c05972cfe21c0a46dbf68755d7ff6ea59c314f15fb8ca9b63c
82,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-26 05:03:29,50bb9e3558a9e659b2976cd1a4cbbf4e3d8ac5f63f318c2bc90efcbc3216ab23
83,facebook,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-26 05:03:29,d65357082fbde13ea843c02940007fda3030d459a158293b2992badd62a44e4d
84,linkedin,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"MARKETING/OPS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-30 02:21:38,3881bfb27bbbc863638aa3d5d4313e413599eb47be0fbc0297700b4b23c29704
85,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"MARKETING/OPS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,BossLady,2026-08-30 02:21:38,b4e86f78e1bc391a58941f89ed9d68f39b2c56a0556ed1562b7239e77c54b4b9
86,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-30 05:43:02,8d625afa1c1e9519129ac63bf598a69ccd9bb314c9ca10797439ca6a477e7633
87,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-30 05:43:02,974b3ae28de3c67c0f798017ab65937e6c89ae03ffb0553de5ffce8330887eae
88,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"SONGS [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-30 05:43:02,ced28aee62a970a946292ba224fdffbda05a071e19f16ef20931d3c5846b151d
89,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-30 05:43:05,1958e44310bbdd939fabda18315654ca5d45fb5eabea5c7fadfa76142b5f6317
90,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-30 05:58:11,80802526ec14ff5370cdedd88ba49b0f7fa1844e52efa1dd2abf0ff6efa6bc04
91,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"GAMES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Mark,2026-08-30 05:58:16,97a07b209dc538f60af4e296f1dd7d8ed33410e05d82cbfa3a961e84f427ca61
92,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-30 06:05:27,67e8e11facaf1f70a0ecd42dd3973ff621839174411a9a792c61ba61450813d5
93,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-30 06:05:27,4d3a6e0cde523843893d416afa131f1a8907a2a3c47f1a5f4217c005c0c29a85
94,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-30 06:05:27,36fc66964abca1c4a02ae78f08ffad296a559298043aba3f950dc91575ba010b
95,twitter,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,Seleena,2026-08-30 06:05:27,293fe8bb9e84b6f7ab363b927803cc5d4dc0ff047dfbabd3ce4d6926b884d752
96,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,NinjaNerd,2026-08-30 06:07:51,bc8869f802834fe2a9dac7e1fae0bfd262522588f8e8702c130d5c264eb73679
97,facebook,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,NinjaNerd,2026-08-30 06:07:51,22bbfcd38d518c85a9a0b125b896e8ad63f1cae405125c0de9b0ac41fb39067f
98,instagram,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,NinjaNerd,2026-08-30 06:07:51,b867cebb82480f12d0fb773f025caf00c7e292b1f7fccfe0a169d6d95d23ea5b
99,facebook,NOT_RECORDED (no account_handle column in schema; no platform account assigned),"JOKES [DERIVED, not stored]",NONE (media_urls is empty string),NULL,draft,NONE,NinjaNerd,2026-08-30 06:07:51,1be6a560b419d287eff32a75850d32192a76ad7ea2334e060883d38be8a27ec8
